batch_id,index_name,batch_size,qid,nthreads,curr_nlist,nlist,niter,seed,nprobe,cummulative_time_ms_mean,total_ms_mean,overhead_ms_mean,search_time_ms_mean,crack_time_ms_mean,refine_time_ms_mean,get_local_region_time_ms_mean,reorg_time_ms_mean,inner_point_assignments_ms_mean,update_invlists_ms_mean,metadata_tracking_time_mean,nruns,recall_1_perQ,recall_10_perQ,recall_100_perQ
1,CrackIVF,16,0,16,100,100,10,42,99999,557.4695140239783,11.30911402287893,5.246893008006737,6.062221014872193,0.0,0.0003599852789193392,0.0,0.0,0.0,0.0,5.200162995606661,1,0.875,0.925,0.86625
2,CrackIVF,16,16,16,100,100,10,42,99999,567.2317530261353,9.762239002157003,3.9312779845204204,5.830961017636582,0.0,0.0003099848981946707,0.0,0.0,0.0,0.0,3.9259479963220656,1,0.875,0.93125,0.866875
3,CrackIVF,16,32,16,100,100,10,42,99999,578.7446970061865,11.512943980051205,3.8061789819039404,7.706764998147264,0.0,0.00035099219530820847,0.0,0.0,0.0,0.0,3.801118000410497,1,1.0,0.98125,0.929375
4,CrackIVF,16,48,16,100,100,10,42,99999,589.1907040204387,10.446007014252245,3.8325269997585565,6.613480014493689,0.0,0.0003399909473955631,0.0,0.0,0.0,0.0,3.8280269945971668,1,0.875,0.9,0.88125
5,CrackIVF,16,64,16,100,100,10,42,99999,599.1365030349698,9.945799014531076,3.771657997276634,6.174141017254442,0.0,0.00018998980522155762,0.0,0.0,0.0,0.0,3.7678980152122676,1,1.0,0.9125,0.89375
6,CrackIVF,16,80,16,100,100,10,42,99999,610.5940570414532,11.457554006483406,3.7119380140211433,7.7456159924622625,0.0,0.00019997241906821728,0.0,0.0,0.0,0.0,3.7083479983266443,1,0.875,0.89375,0.8775
7,CrackIVF,16,96,16,100,100,10,42,99999,621.145494049415,10.551437007961795,3.7493279960472137,6.802109011914581,0.0,0.0001910084392875433,0.0,0.0,0.0,0.0,3.7457479920703918,1,0.875,0.91875,0.884375
8,CrackIVF,16,112,16,100,100,10,42,99999,631.2961520452518,10.15065799583681,3.6454189976211637,6.5052389982156456,0.0,0.0002100132405757904,0.0,0.0,0.0,0.0,3.6413380003068596,1,0.875,0.93125,0.893125
9,CrackIVF,16,128,16,100,100,10,42,99999,642.7884960430674,11.492343997815624,3.634429012890905,7.857914984924719,0.0,0.0001700245775282383,0.0,0.0,0.0,0.0,3.630629013059661,1,0.8125,0.93125,0.89875
10,CrackIVF,16,144,16,100,100,10,42,99999,657.473909057444,14.685413014376536,5.4467529989778996,9.238660015398636,0.0,0.0002600136213004589,0.0,0.0,0.0,0.0,5.373413005145267,1,1.0,0.94375,0.894375
11,CrackIVF,16,160,16,100,100,10,42,99999,670.0680790527258,12.594169995281845,3.6745289980899543,8.919640997191891,0.0,0.000200001522898674,0.0,0.0,0.0,0.0,3.670428995974362,1,0.75,0.85625,0.83625
12,CrackIVF,16,176,16,100,100,10,42,99999,681.1156540352385,11.047574982512742,3.740357991773635,7.307216990739107,0.0,0.0002100132405757904,0.0,0.0,0.0,0.0,3.736728016519919,1,0.9375,0.89375,0.855
13,CrackIVF,16,192,16,100,100,10,42,99999,693.1708960328251,12.055241997586563,3.593178989831358,8.462063007755205,0.0,0.00020998413674533367,0.0,0.0,0.0,0.0,3.5892989835701883,1,0.875,0.91875,0.84125
14,CrackIVF,16,208,16,100,100,10,42,99999,704.6047000330873,11.433804000262171,3.596359019866213,7.837444980395958,0.0,0.00018998980522155762,0.0,0.0,0.0,0.0,3.5929789883084595,1,0.9375,0.9,0.85125
15,CrackIVF,16,224,16,100,100,10,42,99999,716.7293520469684,12.124652013881132,3.5664890019688755,8.558163011912256,0.0,0.000200001522898674,0.0,0.0,0.0,0.0,3.56288900366053,1,1.0,0.94375,0.89125
16,CrackIVF,16,240,16,100,100,10,42,99999,728.0471260310151,11.317773984046653,3.5724579938687384,7.7453159901779145,0.0,0.000200001522898674,0.0,0.0,0.0,0.0,3.5690479853656143,1,0.9375,0.90625,0.86625
