batch_id,index_name,batch_size,qid,nthreads,curr_nlist,nlist,niter,seed,nprobe,cummulative_time_ms_mean,total_ms_mean,overhead_ms_mean,search_time_ms_mean,crack_time_ms_mean,refine_time_ms_mean,get_local_region_time_ms_mean,reorg_time_ms_mean,inner_point_assignments_ms_mean,update_invlists_ms_mean,metadata_tracking_time_mean,nruns,recall_1_perQ,recall_10_perQ,recall_100_perQ
47743,CrackIVF,16,763872,16,16000,100,10,42,99999,124605.88027513586,1.793237985111773,0.0021400046534836292,1.7910979804582894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.90625,0.820625
47744,CrackIVF,16,763888,16,16000,100,10,42,99999,124607.72239413927,1.842119003413245,0.0015599944163113832,1.8405590089969337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.95625,0.909375
47745,CrackIVF,16,763904,16,16000,100,10,42,99999,124609.53979214537,1.8173980060964823,0.0016200065147131681,1.815777999581769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.9125,0.80875
47746,CrackIVF,16,763920,16,16000,100,10,42,99999,124611.21176113375,1.6719689883757383,0.0016799895092844963,1.6702889988664538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.925,0.865625
47747,CrackIVF,16,763936,16,16000,100,10,42,99999,124612.81186915585,1.6001080221030861,0.0017290003597736359,1.5983790217433125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.95625,0.920625
47748,CrackIVF,16,763952,16,16000,100,10,42,99999,124614.54266717192,1.730798016069457,0.0022400054149329662,1.728558010654524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.95625,0.90875
47749,CrackIVF,16,763968,16,16000,100,10,42,99999,124616.4174451842,1.874778012279421,0.0017310085240751505,1.873047003755346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.975,0.913125
47750,CrackIVF,16,763984,16,16000,100,10,42,99999,124618.21136318031,1.7939179961103946,0.0016200065147131681,1.7922979895956814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.96875,0.90625
47751,CrackIVF,16,764000,16,16000,100,10,42,99999,124619.95731119532,1.7459480150137097,0.001680018613114953,1.7442679964005947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.9625,0.9
47752,CrackIVF,16,764016,16,16000,100,10,42,99999,124621.82684920845,1.8695380131248385,0.001980020897462964,1.8675579922273755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.96875,0.925625
47753,CrackIVF,16,764032,16,16000,100,10,42,99999,124623.65910821245,1.8322590040042996,0.0020400038920342922,1.8302190001122653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.925,0.88125
47754,CrackIVF,16,764048,16,16000,100,10,42,99999,124625.66720621544,2.008098002988845,0.002410000888630748,2.0056880021002144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.96875,0.9275
47755,CrackIVF,16,764064,16,16000,100,10,42,99999,124627.44029422174,1.7730880063027143,0.00178001937456429,1.77130798692815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.925,0.855625
47756,CrackIVF,16,764080,16,16000,100,10,42,99999,124629.1045822145,1.6642879927530885,0.0016700068954378366,1.6626179858576506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.9125,0.87875
47757,CrackIVF,16,764096,16,16000,100,10,42,99999,124630.95686023007,1.852278015576303,0.0022300228010863066,1.8500479927752167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.975,0.91875
47758,CrackIVF,16,764112,16,16000,100,10,42,99999,124632.76641821722,1.809557987144217,0.0017499842215329409,1.807808002922684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.9375,0.8775
47759,CrackIVF,16,764128,16,16000,100,10,42,99999,124634.63585622958,1.8694380123633891,0.0017299898900091648,1.86770802247338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.95625,0.915
47760,CrackIVF,16,764144,16,16000,100,10,42,99999,124636.72967421007,2.09381798049435,0.0016199774108827114,2.0921980030834675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.96875,0.960625
47761,CrackIVF,16,764160,16,16000,100,10,42,99999,124638.3345721988,1.6048979887273163,0.0019900035113096237,1.6029079852160066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.95625,0.856875
47762,CrackIVF,16,764176,16,16000,100,10,42,99999,124640.05066020763,1.716088008834049,0.0018900027498602867,1.7141980060841888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.95625,0.906875
47763,CrackIVF,16,764192,16,16000,100,10,42,99999,124641.60918918788,1.5585289802402258,0.0018199789337813854,1.5567090013064444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.95625,0.88125
47764,CrackIVF,16,764208,16,16000,100,10,42,99999,124643.25906720478,1.6498780169058591,0.001800013706088066,1.648078003199771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.91875,0.863125
47765,CrackIVF,16,764224,16,16000,100,10,42,99999,124644.92380520096,1.6647379961796105,0.0016599951777607203,1.6630780010018498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.8875,0.8825
47766,CrackIVF,16,764240,16,16000,100,10,42,99999,124646.67687320616,1.7530680052004755,0.002029992174357176,1.7510380130261183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.93125,0.8625
