batch_id,index_name,batch_size,qid,nthreads,curr_nlist,nlist,niter,seed,nprobe,cummulative_time_ms_mean,total_ms_mean,overhead_ms_mean,search_time_ms_mean,crack_time_ms_mean,refine_time_ms_mean,get_local_region_time_ms_mean,reorg_time_ms_mean,inner_point_assignments_ms_mean,update_invlists_ms_mean,metadata_tracking_time_mean,nruns,recall_1_perQ,recall_10_perQ,recall_100_perQ
1,CrackIVF,16,0,16,100,100,10,42,99999,332.17656798660755,6.422926991945133,4.856199986534193,1.5667270054109395,0.0,0.0006199989002197981,0.0,0.0,0.0,0.0,4.816090018721297,1,0.875,0.86875,0.840625
2,CrackIVF,16,16,16,100,100,10,42,99999,337.9700869845692,5.793518997961655,4.211772000417113,1.581746997544542,0.0,0.000300002284348011,0.0,0.0,0.0,0.0,4.207931982818991,1,1.0,0.90625,0.90875
3,CrackIVF,16,32,16,100,100,10,42,99999,343.8482350029517,5.87814801838249,4.200162016786635,1.6779860015958548,0.0,0.000300002284348011,0.0,0.0,0.0,0.0,4.196201014565304,1,0.875,0.9375,0.91625
4,CrackIVF,16,48,16,100,100,10,42,99999,349.66972400434315,5.8214890013914555,4.114631999982521,1.7068570014089346,0.0,0.00030902447178959846,0.0,0.0,0.0,0.0,4.110292007680982,1,0.9375,0.9375,0.891875
5,CrackIVF,16,64,16,100,100,10,42,99999,355.34398301388137,5.674259009538218,4.048492002766579,1.625767006771639,0.0,0.00023999018594622612,0.0,0.0,0.0,0.0,4.044821980642155,1,0.9375,0.86875,0.8575
6,CrackIVF,16,80,16,100,100,10,42,99999,360.97051203250885,5.62652901862748,4.002731991931796,1.6237970266956836,0.0,0.00019001890905201435,0.0,0.0,0.0,0.0,3.99936200119555,1,0.9375,0.84375,0.80375
7,CrackIVF,16,96,16,100,100,10,42,99999,366.4602210337762,5.489709001267329,3.9401820104103535,1.5495269908569753,0.0,0.00018998980522155762,0.0,0.0,0.0,0.0,3.9364719996228814,1,0.875,0.8875,0.8425
8,CrackIVF,16,112,16,100,100,10,42,99999,372.0958190388046,5.6355980050284415,3.886462014634162,1.7491359903942794,0.0,0.000200001522898674,0.0,0.0,0.0,0.0,3.8831320125609636,1,1.0,0.9,0.808125
9,CrackIVF,16,128,16,100,100,10,42,99999,377.47848802246153,5.382668983656913,3.856391995213926,1.5262769884429872,0.0,0.00018998980522155762,0.0,0.0,0.0,0.0,3.852991998428479,1,0.875,0.84375,0.834375
10,CrackIVF,16,144,16,100,100,10,42,99999,382.96600701869465,5.487518996233121,3.837261989247054,1.6502570069860667,0.0,0.00020998413674533367,0.0,0.0,0.0,0.0,3.8336520083248615,1,1.0,0.93125,0.918125
11,CrackIVF,16,160,16,100,100,10,42,99999,388.33309602341615,5.3670890047214925,3.836343006696552,1.5307459980249405,0.0,0.00019097933545708656,0.0,0.0,0.0,0.0,3.8331719988491386,1,0.75,0.8125,0.775625
12,CrackIVF,16,176,16,100,100,10,42,99999,393.78279604716226,5.449700023746118,3.742863016668707,1.7068370070774108,0.0,0.0002309971023350954,0.0,0.0,0.0,0.0,3.7396719853859395,1,0.875,0.85625,0.836875
13,CrackIVF,16,192,16,100,100,10,42,99999,399.53712504939176,5.754329002229497,3.848922991892323,1.905406010337174,0.0,0.000200001522898674,0.0,0.0,0.0,0.0,3.8457129849120975,1,1.0,0.93125,0.87375
14,CrackIVF,16,208,16,100,100,10,42,99999,411.7748800490517,12.237754999659956,3.756963007617742,8.480791992042214,0.0,0.00018000719137489796,0.0,0.0,0.0,0.0,3.7530730187427253,1,0.75,0.80625,0.77875
15,CrackIVF,16,224,16,100,100,10,42,99999,421.8261200294364,10.051239980384707,3.836552001303062,6.214687979081646,0.0,0.00020998413674533367,0.0,0.0,0.0,0.0,3.8327520014718175,1,0.8125,0.86875,0.854375
16,CrackIVF,16,240,16,100,100,10,42,99999,428.41173603665084,6.585616007214412,3.8609220064245164,2.7246940007898957,0.0,0.00018998980522155762,0.0,0.0,0.0,0.0,3.857261996017769,1,1.0,0.94375,0.92
17,CrackIVF,16,256,16,100,100,10,42,99999,435.89363104547374,7.481895008822903,3.7527320091612637,3.7291629996616393,0.0,0.00018000719137489796,0.0,0.0,0.0,0.0,3.7493629788514227,1,1.0,0.8625,0.856875
