batch_id,index_name,batch_size,qid,nthreads,curr_nlist,nlist,niter,seed,nprobe,cummulative_time_ms_mean,total_ms_mean,overhead_ms_mean,search_time_ms_mean,crack_time_ms_mean,refine_time_ms_mean,get_local_region_time_ms_mean,reorg_time_ms_mean,inner_point_assignments_ms_mean,update_invlists_ms_mean,metadata_tracking_time_mean,nruns,recall_1_perQ,recall_10_perQ,recall_100_perQ,cum_dist_comp
1,CrackIVF,16,0,16,100,100,10,42,99999,222.16188700986095,3.3801049867179245,1.6931879799813032,1.6869170067366213,0.0,0.00036798883229494095,0.0,0.0,0.0,0.0,1.642580988118425,1,0.875,0.86875,0.840625,25600000
2,CrackIVF,16,16,16,100,100,10,42,99999,225.05859201191925,2.8967050020582974,1.469320006435737,1.4273849956225604,0.0,0.0003519817255437374,0.0,0.0,0.0,0.0,1.4656239945907146,1,1.0,0.90625,0.90875,25600000
3,CrackIVF,16,32,16,100,100,10,42,99999,228.17871801089495,3.120125998975709,1.4665359922219068,1.6535900067538023,0.0,0.00025599729269742966,0.0,0.0,0.0,0.0,1.4588079939130694,1,0.875,0.9375,0.91625,25600000
4,CrackIVF,16,48,16,100,100,10,42,99999,230.86109102587216,2.682373014977202,1.4837520138826221,1.1986210010945797,0.0,0.00023999018594622612,0.0,0.0,0.0,0.0,1.4762810023967177,1,0.9375,0.9375,0.891875,25600000
5,CrackIVF,16,64,16,100,100,10,42,99999,233.50522501277737,2.644133986905217,1.4759439800400287,1.1681900068651885,0.0,0.0003200257197022438,0.0,0.0,0.0,0.0,1.4686960203107446,1,0.9375,0.86875,0.8575,25600000
6,CrackIVF,16,80,16,100,100,10,42,99999,237.42551301256754,3.920287999790162,1.676996995229274,2.243291004560888,0.0,0.00036798883229494095,0.0,0.0,0.0,0.0,1.6588209837209433,1,0.9375,0.84375,0.80375,25600000
7,CrackIVF,16,96,16,100,100,10,42,99999,240.605653001694,3.1801399891264737,1.4409679861273617,1.739172002999112,0.0,0.00025599729269742966,0.0,0.0,0.0,0.0,1.43397698411718,1,0.875,0.8875,0.8425,25600000
8,CrackIVF,16,112,16,100,100,10,42,99999,243.72115498408675,3.1155019823927432,1.446104986825958,1.6693969955667853,0.0,0.00025599729269742966,0.0,0.0,0.0,0.0,1.4399770007003099,1,1.0,0.9,0.808125,25600000
9,CrackIVF,16,128,16,100,100,10,42,99999,247.51939796260558,3.7982429785188287,1.7300049948971719,2.068237983621657,0.0,0.0003839959390461445,0.0,0.0,0.0,0.0,1.7118770047090948,1,0.875,0.84375,0.834375,25600000
10,CrackIVF,16,144,16,100,100,10,42,99999,250.84713596152142,3.327737998915836,1.4602160081267357,1.8675219907891005,0.0,0.00023999018594622612,0.0,0.0,0.0,0.0,1.4529040199704468,1,1.0,0.93125,0.918125,25600000
