batch_id,index_name,batch_size,qid,nthreads,curr_nlist,nlist,niter,seed,nprobe,cummulative_time_ms_mean,total_ms_mean,overhead_ms_mean,search_time_ms_mean,crack_time_ms_mean,refine_time_ms_mean,get_local_region_time_ms_mean,reorg_time_ms_mean,inner_point_assignments_ms_mean,update_invlists_ms_mean,metadata_tracking_time_mean,nruns,recall_1_perQ,recall_10_perQ,recall_100_perQ,cum_dist_comp
1874,CrackIVF,16,29968,16,5875,100,10,42,99999,8617.587247979827,2.0851919834967703,0.1981249952223152,1.887066988274455,0.0,0.008175004040822387,0.0,0.0,0.0,0.0,0.17988600302487612,1,0.75,0.76875,0.700625,228977697
1875,CrackIVF,16,29984,16,5875,100,10,42,99999,8619.972932967357,2.3856849875301123,0.45906699961051345,1.9266179879195988,0.0,0.0071359972935169935,0.0,0.0,0.0,0.0,0.4420909972395748,1,0.75,0.7125,0.680625,228977697
1876,CrackIVF,16,30000,16,5875,100,10,42,99999,8621.900447964435,1.9275149970781058,0.1547499850858003,1.7727650119923055,0.0,0.004911998985335231,0.0,0.0,0.0,0.0,0.14415799523703754,1,0.9375,0.7875,0.671875,228977697
1877,CrackIVF,16,30016,16,5875,100,10,42,99999,8624.519378965488,2.6189310010522604,0.20324601791799068,2.4156849831342697,0.0,0.008079980034381151,0.0,0.0,0.0,0.0,0.18545400234870613,1,1.0,0.89375,0.74375,228977697
1878,CrackIVF,16,30032,16,5875,100,10,42,99999,8626.912296982482,2.392918016994372,0.1515990006737411,2.241319016320631,0.0,0.0047679932322353125,0.0,0.0,0.0,0.0,0.14201499288901687,1,0.875,0.88125,0.7425,228977697
1879,CrackIVF,16,30048,16,5875,100,10,42,99999,8628.747748967726,1.835451985243708,0.2614209952298552,1.5740309900138527,0.0,0.004175992216914892,0.0,0.0,0.0,0.0,0.2528930199332535,1,1.0,0.9125,0.8075,228977697
1880,CrackIVF,16,30064,16,5875,100,10,42,99999,8630.685199983418,1.9374510156922042,0.413147994549945,1.5243030211422592,0.0,0.004160014213994145,0.0,0.0,0.0,0.0,0.40423599421046674,1,0.875,0.89375,0.805,228977697
1881,CrackIVF,16,30080,16,5875,100,10,42,99999,8632.42350096698,1.7383009835612029,0.13463900540955365,1.6036619781516492,0.0,0.0043199979700148106,0.0,0.0,0.0,0.0,0.12612700811587274,1,0.75,0.83125,0.730625,228977697
1882,CrackIVF,16,30096,16,5875,100,10,42,99999,8634.831778967055,2.40827800007537,0.23751799017190933,2.1707600099034607,0.0,0.0038400175981223583,0.0,0.0,0.0,0.0,0.2296940074302256,1,0.9375,0.85,0.66875,228977697
1883,CrackIVF,16,30112,16,5875,100,10,42,99999,8636.692638974637,1.8608600075822324,0.16665502334944904,1.6942049842327833,0.0,0.005072011845186353,0.0,0.0,0.0,0.0,0.15588701353408396,1,0.875,0.83125,0.68875,228977697
