dataset_name,skew,seed,nruns,index_name,nlist,cracks_history,nprobe,niter,add_time,train_time,total_build_time,cracking_overhead_time,total_search_time,total_time,10th_search_time_ms,25th_search_time_ms,median_search_time_ms,mean_search_time_ms,75th_search_time_ms,90th_search_time_ms,99th_search_time_ms,std_search_time_ms,CV_search_time_ms,QPS,recall_1,recall_10,recall_100,nthreads,batch_size,total_num_queries,alpha,min_pts,pts_crack_thr,cv_max,spread_max,size_prcnt_low,size_prcnt_high,run_date,cmd
glove-25-angular,default,42,1,CrackIVF,100,"[100, 10100, 16000]",99999,10,0.16488577300333418,0.053896009019808844,12.690563326788833,12.909345108811976,50.50963920119102,63.200202527979854,0.4837379965465516,0.5696400185115635,0.6864300084998831,0.8081542272190564,0.9551102557452396,1.3500285131158307,1.8804094227380121,0.34875358050296623,43.154334749081734,19798.201210996176,0.958579,0.9178638,0.79925589,16,16,1000000,0.5,2,64,2,10,10,90,2026-07-20 08:45:12,python run_ours.py --result_path ./results/ --baselines_path ./results/SIFT1M_default_BASELINES/baseline_results.csv --dbname glove-25-angular --skew default --store --target_queries 1000000 --get_qps --clear_results --nruns 1 --seed 42 --nthreads 16 --runid 0 --run_desc 20250227-1M-alpha_0.5-MINPTS_2-Pts2CentThres_64-conv_200-nthread_16 --index_name CrackIVF --topK 100 --niter 10 --nprobe 99999 --nlist 100 --batch_size None --detailed --alpha 0.5 --cv_max 2 --spread_max 10 --size_prcnt_low 10 --size_prcnt_high 90 --min_pts 2 --pts_crack_thr 64
