dataset_name,skew,seed,nruns,index_name,nlist,cracks_history,nprobe,niter,add_time,train_time,total_build_time,cracking_overhead_time,total_search_time,total_time,10th_search_time_ms,25th_search_time_ms,median_search_time_ms,mean_search_time_ms,75th_search_time_ms,90th_search_time_ms,99th_search_time_ms,std_search_time_ms,CV_search_time_ms,QPS,recall_1,recall_10,recall_100,nthreads,batch_size,total_num_queries,alpha,min_pts,pts_crack_thr,cv_max,spread_max,size_prcnt_low,size_prcnt_high,run_date,cmd
SIFT1M,default,42,1,CrackIVF-END,14682,"[100, 6694, 11118, 14682]",1,10,,,,,0.5489533121290151,,0.6398405996151268,0.7453039870597422,0.850362004712224,0.8783252994064241,0.986411003395915,1.1422945943195375,1.4691207790747283,0.2110118340575116,24.02433747497815,18216.4854078698,0.5509,0.37645,0.167387,16,16,10000,0.5,2,64,2,10,10,90,2026-07-20 08:34:00,python run_ours.py --result_path ./results/ --baselines_path ./results/SIFT1M_default_BASELINES/baseline_results.csv --dbname SIFT1M --skew default --store --target_queries 1000000 --get_qps --clear_results --nruns 1 --seed 42 --nthreads 16 --runid 0 --run_desc 20250227-1M-alpha_0.5-MINPTS_2-Pts2CentThres_64-conv_200-nthread_16 --index_name CrackIVF --topK 100 --niter 10 --nprobe 99999 --nlist 100 --batch_size None --detailed --alpha 0.5 --cv_max 2 --spread_max 10 --size_prcnt_low 10 --size_prcnt_high 90 --min_pts 2 --pts_crack_thr 64
SIFT1M,default,42,1,CrackIVF-END,14682,"[100, 6694, 11118, 14682]",2,10,,,,,0.6355224051803816,,0.7710485893767327,0.8741529891267419,0.9748589945957065,1.0168358482886106,1.1067159939557314,1.2611307844053954,2.0653432107064864,0.24496790937852503,24.091195229871094,15735.086471360015,0.6911,0.50643,0.255489,16,16,10000,0.5,2,64,2,10,10,90,2026-07-20 08:34:00,python run_ours.py --result_path ./results/ --baselines_path ./results/SIFT1M_default_BASELINES/baseline_results.csv --dbname SIFT1M --skew default --store --target_queries 1000000 --get_qps --clear_results --nruns 1 --seed 42 --nthreads 16 --runid 0 --run_desc 20250227-1M-alpha_0.5-MINPTS_2-Pts2CentThres_64-conv_200-nthread_16 --index_name CrackIVF --topK 100 --niter 10 --nprobe 99999 --nlist 100 --batch_size None --detailed --alpha 0.5 --cv_max 2 --spread_max 10 --size_prcnt_low 10 --size_prcnt_high 90 --min_pts 2 --pts_crack_thr 64
SIFT1M,default,42,1,CrackIVF-END,14682,"[100, 6694, 11118, 14682]",4,10,,,,,0.6351571640698239,,0.8001619949936867,0.8690660179127008,0.9657550253905356,1.0162514625117183,1.1192439997103065,1.2791794026270509,2.022087164223193,0.24056436876994694,23.671736538059154,15744.134783781928,0.7826,0.62083,0.367966,16,16,10000,0.5,2,64,2,10,10,90,2026-07-20 08:34:01,python run_ours.py --result_path ./results/ --baselines_path ./results/SIFT1M_default_BASELINES/baseline_results.csv --dbname SIFT1M --skew default --store --target_queries 1000000 --get_qps --clear_results --nruns 1 --seed 42 --nthreads 16 --runid 0 --run_desc 20250227-1M-alpha_0.5-MINPTS_2-Pts2CentThres_64-conv_200-nthread_16 --index_name CrackIVF --topK 100 --niter 10 --nprobe 99999 --nlist 100 --batch_size None --detailed --alpha 0.5 --cv_max 2 --spread_max 10 --size_prcnt_low 10 --size_prcnt_high 90 --min_pts 2 --pts_crack_thr 64
SIFT1M,default,42,1,CrackIVF-END,14682,"[100, 6694, 11118, 14682]",8,10,,,,,0.6884047300554812,,0.8187481958884746,0.9078659932129085,1.0414349962957203,1.1014475680887699,1.2061260058544576,1.455388794420287,2.2263840376399457,0.3087054052568838,28.02724470966411,14526.338305656414,0.8537,0.72313,0.496187,16,16,10000,0.5,2,64,2,10,10,90,2026-07-20 08:34:02,python run_ours.py --result_path ./results/ --baselines_path ./results/SIFT1M_default_BASELINES/baseline_results.csv --dbname SIFT1M --skew default --store --target_queries 1000000 --get_qps --clear_results --nruns 1 --seed 42 --nthreads 16 --runid 0 --run_desc 20250227-1M-alpha_0.5-MINPTS_2-Pts2CentThres_64-conv_200-nthread_16 --index_name CrackIVF --topK 100 --niter 10 --nprobe 99999 --nlist 100 --batch_size None --detailed --alpha 0.5 --cv_max 2 --spread_max 10 --size_prcnt_low 10 --size_prcnt_high 90 --min_pts 2 --pts_crack_thr 64
SIFT1M,default,42,1,CrackIVF-END,14682,"[100, 6694, 11118, 14682]",16,10,,,,,0.7506142546480987,,0.9259332029614598,1.0135149932466447,1.1402680247556418,1.200982807436958,1.3130859879311174,1.508109795395285,2.4022409284953015,0.30871852703117936,25.705490962857485,13322.422186996939,0.9048,0.8125,0.626614,16,16,10000,0.5,2,64,2,10,10,90,2026-07-20 08:34:03,python run_ours.py --result_path ./results/ --baselines_path ./results/SIFT1M_default_BASELINES/baseline_results.csv --dbname SIFT1M --skew default --store --target_queries 1000000 --get_qps --clear_results --nruns 1 --seed 42 --nthreads 16 --runid 0 --run_desc 20250227-1M-alpha_0.5-MINPTS_2-Pts2CentThres_64-conv_200-nthread_16 --index_name CrackIVF --topK 100 --niter 10 --nprobe 99999 --nlist 100 --batch_size None --detailed --alpha 0.5 --cv_max 2 --spread_max 10 --size_prcnt_low 10 --size_prcnt_high 90 --min_pts 2 --pts_crack_thr 64
SIFT1M,default,42,1,CrackIVF-END,14682,"[100, 6694, 11118, 14682]",32,10,,,,,0.9554367263626773,,1.2383531837258488,1.3360779848881066,1.4888010045979172,1.5286987621802837,1.6608990263193846,1.8512909882701933,2.4648226425051685,0.2800618117924752,18.320274649339105,10466.41784230939,0.9429,0.88342,0.749159,16,16,10000,0.5,2,64,2,10,10,90,2026-07-20 08:34:05,python run_ours.py --result_path ./results/ --baselines_path ./results/SIFT1M_default_BASELINES/baseline_results.csv --dbname SIFT1M --skew default --store --target_queries 1000000 --get_qps --clear_results --nruns 1 --seed 42 --nthreads 16 --runid 0 --run_desc 20250227-1M-alpha_0.5-MINPTS_2-Pts2CentThres_64-conv_200-nthread_16 --index_name CrackIVF --topK 100 --niter 10 --nprobe 99999 --nlist 100 --batch_size None --detailed --alpha 0.5 --cv_max 2 --spread_max 10 --size_prcnt_low 10 --size_prcnt_high 90 --min_pts 2 --pts_crack_thr 64
SIFT1M,default,42,1,CrackIVF-END,14682,"[100, 6694, 11118, 14682]",64,10,,,,,1.1262242783850525,,1.4809189946390688,1.605409022886306,1.756690995534882,1.801958845416084,1.9486930104903877,2.1230735874269158,2.806380435358733,0.3000483514864728,16.651232199323047,8879.22609370443,0.9704,0.93684,0.851812,16,16,10000,0.5,2,64,2,10,10,90,2026-07-20 08:34:06,python run_ours.py --result_path ./results/ --baselines_path ./results/SIFT1M_default_BASELINES/baseline_results.csv --dbname SIFT1M --skew default --store --target_queries 1000000 --get_qps --clear_results --nruns 1 --seed 42 --nthreads 16 --runid 0 --run_desc 20250227-1M-alpha_0.5-MINPTS_2-Pts2CentThres_64-conv_200-nthread_16 --index_name CrackIVF --topK 100 --niter 10 --nprobe 99999 --nlist 100 --batch_size None --detailed --alpha 0.5 --cv_max 2 --spread_max 10 --size_prcnt_low 10 --size_prcnt_high 90 --min_pts 2 --pts_crack_thr 64
SIFT1M,default,42,1,CrackIVF-END,14682,"[100, 6694, 11118, 14682]",128,10,,,,,1.500323562999256,,2.068157395115122,2.18218399095349,2.3603300214745104,2.4005177007988094,2.545964001910761,2.804645407013595,3.4181314252782613,0.3050081040429653,12.705930222529464,6665.228919026821,0.9864,0.97121,0.926782,16,16,10000,0.5,2,64,2,10,10,90,2026-07-20 08:34:08,python run_ours.py --result_path ./results/ --baselines_path ./results/SIFT1M_default_BASELINES/baseline_results.csv --dbname SIFT1M --skew default --store --target_queries 1000000 --get_qps --clear_results --nruns 1 --seed 42 --nthreads 16 --runid 0 --run_desc 20250227-1M-alpha_0.5-MINPTS_2-Pts2CentThres_64-conv_200-nthread_16 --index_name CrackIVF --topK 100 --niter 10 --nprobe 99999 --nlist 100 --batch_size None --detailed --alpha 0.5 --cv_max 2 --spread_max 10 --size_prcnt_low 10 --size_prcnt_high 90 --min_pts 2 --pts_crack_thr 64
