batch_id,index_name,batch_size,qid,nthreads,curr_nlist,nlist,niter,seed,nprobe,cummulative_time_ms_mean,total_ms_mean,overhead_ms_mean,search_time_ms_mean,crack_time_ms_mean,refine_time_ms_mean,get_local_region_time_ms_mean,reorg_time_ms_mean,inner_point_assignments_ms_mean,update_invlists_ms_mean,metadata_tracking_time_mean,nruns,recall_1_perQ,recall_10_perQ,recall_100_perQ
1,CrackIVF,16,0,16,100,100,10,42,99999,168.85683400323614,5.2434719982557,4.282883019186556,0.9605889790691435,0.0,0.00038000871427357197,0.0,0.0,0.0,0.0,4.235033004079014,1,0.9375,0.95625,0.92
2,CrackIVF,16,16,16,100,100,10,42,99999,172.57138798595406,3.7145539827179164,2.9679849976673722,0.7465689850505441,0.0,0.0003490131348371506,0.0,0.0,0.0,0.0,2.9637050174642354,1,0.75,0.79375,0.841875
3,CrackIVF,16,32,16,100,100,10,42,99999,176.51972200837918,3.948334022425115,3.1576550099998713,0.7906790124252439,0.0,0.00034002005122601986,0.0,0.0,0.0,0.0,3.1542550132144243,1,0.8125,0.85,0.865625
4,CrackIVF,16,48,16,100,100,10,42,99999,180.1114160043653,3.591693995986134,2.8463249909691513,0.7453690050169826,0.0,0.000200001522898674,0.0,0.0,0.0,0.0,2.8379760042298585,1,0.75,0.8375,0.8875
5,CrackIVF,16,64,16,100,100,10,42,99999,183.83918100153096,3.72776499716565,2.874636003980413,0.853128993185237,0.0,0.000200001522898674,0.0,0.0,0.0,0.0,2.8713160136248916,1,0.9375,0.84375,0.88
6,CrackIVF,16,80,16,100,100,10,42,99999,187.57170499884523,3.7325239973142743,2.9769550019409508,0.7555689953733236,0.0,0.00015998375602066517,0.0,0.0,0.0,0.0,2.97371597844176,1,0.9375,0.8,0.8475
7,CrackIVF,16,96,16,100,100,10,42,99999,191.32114900276065,3.749444003915414,3.046255005756393,0.7031889981590211,0.0,0.00018000719137489796,0.0,0.0,0.0,0.0,3.042975004063919,1,0.8125,0.83125,0.84625
8,CrackIVF,16,112,16,100,100,10,42,99999,194.50593399233185,3.184784989571199,2.4277160118799657,0.7570689776912332,0.0,0.0002100132405757904,0.0,0.0,0.0,0.0,2.4245459935627878,1,0.875,0.85625,0.8825
9,CrackIVF,16,128,16,100,100,10,42,99999,198.66525699035265,4.159322998020798,3.4909439855255187,0.6683790124952793,0.0,0.000200001522898674,0.0,0.0,0.0,0.0,3.487915004370734,1,0.9375,0.91875,0.903125
10,CrackIVF,16,144,16,100,100,10,42,99999,202.1021909895353,3.4369339991826564,2.7661749918479472,0.6707590073347092,0.0,0.000200001522898674,0.0,0.0,0.0,0.0,2.7632249984890223,1,0.6875,0.725,0.765
11,CrackIVF,16,160,16,100,100,10,42,99999,205.84066497394815,3.738473984412849,3.0873749929014593,0.6510989915113896,0.0,0.00018998980522155762,0.0,0.0,0.0,0.0,3.0845149885863066,1,0.8125,0.875,0.865
12,CrackIVF,16,176,16,100,100,10,42,99999,209.47342898580246,3.632764011854306,2.9900750087108463,0.6426890031434596,0.0,0.00018998980522155762,0.0,0.0,0.0,0.0,2.9870650032535195,1,1.0,0.9125,0.859375
13,CrackIVF,16,192,16,100,100,10,42,99999,213.16939298412763,3.695963998325169,2.941626007668674,0.7543379906564951,0.0,0.00020998413674533367,0.0,0.0,0.0,0.0,2.9385960078798234,1,0.8125,0.7625,0.809375
14,CrackIVF,16,208,16,100,100,10,42,99999,216.43208697787486,3.2626939937472343,2.574234997155145,0.6884589965920895,0.0,0.00018900027498602867,0.0,0.0,0.0,0.0,2.571286022430286,1,0.9375,0.9125,0.913125
15,CrackIVF,16,224,16,100,100,10,42,99999,219.6756119665224,3.2435249886475503,2.5287960015702993,0.7147289870772511,0.0,0.00021999585442245007,0.0,0.0,0.0,0.0,2.5257169909309596,1,0.8125,0.875,0.84125
16,CrackIVF,16,240,16,100,100,10,42,99999,223.10737596126273,3.4317639947403222,2.7141650207340717,0.7175989740062505,0.0,0.00019001890905201435,0.0,0.0,0.0,0.0,2.7110149967484176,1,0.875,0.9,0.855
17,CrackIVF,16,256,16,100,100,10,42,99999,226.71921996516176,3.611844003899023,2.867244998924434,0.7445990049745888,0.0,0.0002100132405757904,0.0,0.0,0.0,0.0,2.864314999897033,1,0.75,0.8,0.830625
18,CrackIVF,16,272,16,100,100,10,42,99999,229.80674594873562,3.087525983573869,2.3498869850300252,0.7376389985438436,0.0,0.00023000757209956646,0.0,0.0,0.0,0.0,2.346847002627328,1,0.8125,0.8375,0.889375
19,CrackIVF,16,288,16,100,100,10,42,99999,233.44606996397488,3.6393240152392536,2.9033060127403587,0.7360180024988949,0.0,0.00023000757209956646,0.0,0.0,0.0,0.0,2.9001960065215826,1,0.75,0.80625,0.825
20,CrackIVF,16,304,16,100,100,10,42,99999,236.92353395745158,3.4774639934767038,2.7243549993727356,0.7531089941039681,0.0,0.00020899460650980473,0.0,0.0,0.0,0.0,2.721275988733396,1,0.6875,0.8125,0.84
21,CrackIVF,16,320,16,100,100,10,42,99999,240.6540169613436,3.7304830038920045,3.000305005116388,0.7301779987756163,0.0,0.00024001928977668285,0.0,0.0,0.0,0.0,2.9972849879413843,1,0.8125,0.81875,0.844375
22,CrackIVF,16,336,16,100,100,10,42,99999,244.0687109483406,3.4146939869970083,2.696335985092446,0.7183580019045621,0.0,0.00024001928977668285,0.0,0.0,0.0,0.0,2.6934269990306348,1,1.0,0.8875,0.8725
23,CrackIVF,16,352,16,100,100,10,42,99999,247.69802496302873,3.629314014688134,2.936035016318783,0.693278998369351,0.0,0.000200001522898674,0.0,0.0,0.0,0.0,2.9329259996302426,1,1.0,0.8375,0.841875
24,CrackIVF,16,368,16,100,100,10,42,99999,251.4691389806103,3.771114017581567,3.0673650035168976,0.7037490140646696,0.0,0.000200001522898674,0.0,0.0,0.0,0.0,3.0643250211142004,1,0.875,0.88125,0.875
